date,binary_mean,binary_squared_mean,binary_sqrt_mean,prob_mean,prob_squared_mean,prob_sqrt_mean
8/14/2020,0.173,0.315,0.137,0.143,0.247,0.111
8/15/2020,0.567,0.711,0.493,0.271,0.271,0.262
8/16/2020,-0.178,-0.471,-0.037,-0.073,-0.193,-0.02
8/17/2020,0.377,0.458,0.328,0.316,0.347,0.291
8/18/2020,0.288,0.53,0.209,0.158,0.308,0.096
8/19/2020,0.224,0.322,0.21,0.129,0.22,0.102
8/20/2020,-0.242,-0.3,-0.21,-0.167,-0.196,-0.153
8/21/2020,-0.328,-0.338,-0.318,-0.215,-0.21,-0.213
8/22/2020,-0.319,-0.145,-0.381,-0.159,-0.112,-0.183
8/23/2020,-0.101,-0.114,-0.129,-0.068,-0.113,-0.063
8/24/2020,-0.054,0.023,-0.096,0.028,0.088,-0.004
8/25/2020,0.505,0.65,0.407,0.247,0.322,0.199
8/26/2020,0.473,0.661,0.394,0.327,0.396,0.287
8/27/2020,0.327,0.503,0.232,0.279,0.313,0.249
8/28/2020,0.579,0.742,0.471,0.346,0.458,0.266
8/29/2020,0.211,0.351,0.171,0.131,0.239,0.093
8/30/2020,0.019,0.086,-0.012,0.104,0.18,0.074
8/31/2020,-0.003,-0.132,0.024,0.057,0.041,0.043
9/1/2020,0.185,0.214,0.183,0.219,0.245,0.207
9/2/2020,0.001,0.213,-0.093,-0.002,0.078,-0.04
9/3/2020,-0.154,-0.34,-0.083,-0.046,-0.148,-0.006
9/4/2020,0.278,0.298,0.265,0.153,0.222,0.132
9/5/2020,-0.005,-0.17,0.081,-0.031,-0.115,0.022
9/6/2020,-0.303,-0.385,-0.256,-0.14,-0.144,-0.14
9/7/2020,-0.397,-0.19,-0.436,-0.213,-0.084,-0.245
9/8/2020,0.409,0.551,0.296,0.297,0.392,0.234
9/9/2020,-0.142,-0.073,-0.168,0.065,0.114,0.038
9/10/2020,-0.331,-0.302,-0.349,-0.194,-0.169,-0.207
9/11/2020,-0.281,-0.247,-0.282,-0.165,-0.141,-0.171
9/12/2020,-0.426,-0.381,-0.444,-0.277,-0.238,-0.293
9/13/2020,-0.317,-0.319,-0.316,-0.194,-0.202,-0.184
9/14/2020,-0.409,-0.508,-0.363,-0.209,-0.318,-0.169
9/15/2020,-0.063,-0.004,-0.083,-0.025,0.018,-0.036
9/16/2020,-0.155,0.136,-0.277,-0.132,-0.037,-0.176
9/17/2020,-0.265,-0.15,-0.298,-0.134,-0.009,-0.169
9/18/2020,-0.433,-0.459,-0.419,-0.198,-0.189,-0.207
9/19/2020,-0.24,-0.304,-0.259,-0.275,-0.346,-0.247
9/20/2020,0.255,0.433,0.141,0.22,0.339,0.146
9/21/2020,0.366,0.558,0.243,0.245,0.335,0.191
9/22/2020,0.212,0.214,0.223,0.171,0.177,0.173
9/23/2020,-0.085,-0.081,-0.118,0.021,0.045,-0.002
9/24/2020,0.29,0.399,0.227,0.196,0.27,0.155
9/25/2020,0.805,0.75,0.82,0.537,0.506,0.554
9/26/2020,-0.463,-0.689,-0.342,-0.272,-0.412,-0.188
9/27/2020,-0.102,-0.229,-0.048,-0.06,-0.152,-0.031
9/28/2020,-0.073,0.147,-0.187,-0.069,0.067,-0.128
